Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
D2024074091,Building Residential - New,Single Family Residence,8/15/2024 5:00,2385,1126 38TH AVE N,NASHVILLE,TN,UNIT B 38TH AVENUE HOMES,The Secal Group,CARN,CAA01R301,"Order 2021-099 Granted 25 ft front setback and 6 ft separation between structures. RM20 Zoning/UZO. Rejected: Per 17.12.040D. Minimum 10 ft building separation, shown with 6 ft separation. Per 17.12.030C. minimum 30 ft street setback, shown with 19.7 ft street setback. To construct 1 of 2 houses, 1033 A 21st Ave. N with 2385 sq ft of living, 0 sq ft garage, and 795 sq ft of porches and decks. 25 ft front setback per BZA, 5 ft minimum side setbacks, and 20 ft minimum rear setback. Minimum 6 ft separation between structures per BZA. Maximum height of 25.5 ft. Must conform with easements. Sidewalks ARE required for this project because this parcel is within the UZO. You are NOT eligible to contribute to the Pedestrian Benefit Zone in-lieu of construction. Pursuant # 2006-1263 Metro Code of Laws, I (holder OF permit) hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code. For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required.  ",21,-86.8334215,36.16751986,49,37209,-9666252.265,4323696.397
D2024074256,Building Demolition Permit,Demolition Permit - Commercial,8/15/2024 5:00,9500,1311 ANTIOCH PIKE,NASHVILLE,TN,LOT 1 PASCHALL PROPERTY & RESERVE PARCEL SEC 4A,CONCORDIA DEVELOPMENT INC,CADM,CAZ01A002,"Demo commercial building.  not to be burned on lot.  CS Zoning with a Corridor Design Overlay.  see attached email from NDOT indicating that NDOT does not wish to review demolition applications.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",28,-86.6911468,36.08558473,50,37211,-9650414.318,4312404.098
D2024075707,Building Residential - Rehab,Single Family Residence,8/20/2024 5:00,520487,2308 WOODMONT BLVD,NASHVILLE,TN,N SIDE WOODMONT BLVD W OF 23RD AVE SO,BORNTRAGER HOMES INC,CARR,CAA01R301,"Adding two small, shed roofs over existing dormers.  Remodeling interior of home.  Plans attached.  No change to the footprint of the house.  Rs40 Zoning.  remains single family residence.  no increase to building footprint.  no increase to overall height of residence this permit.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.81813525,36.11522908,51,37215,-9664550.608,4316488.321
D2024075809,Building Residential - Addition,"Accessory Structure, Decks",8/20/2024 5:00,0,505 BATTERY DR,NASHVILLE,TN,LOT 13 BATTERY PARK,"WILLS CO, THE",CARA,CAA14U015,"Building a screen porch off the rear of the house.  SP Zoning.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",25,-86.79717414,36.08832388,52,37220,-9662217.228,4312781.417
D2024077708,Building Residential - New,Single Family Residence,8/26/2024 5:00,1025823,808 POWERS AVE,NASHVILLE,TN,LOT 19 SUB R E POWERS LANDS,MIGHTY OAK BUILDERS LLC,CARN,CAA01R301,New construction project in Historic Overlay. Affordable Housing Priority Review letter attached.,6,-86.72963187,36.18553644,53,37206,-9654698.457,4326181.024
D2024078196,Building Residential - Addition,Single Family Residence,8/27/2024 5:00,4200,1508 FOREST AVE,NASHVILLE,TN,LOT 30 LINDSLEY SUB 29 AC,HUFFINE FIRST SERVICE,CARA,CAA01R301,Remodel existing house and add new addition in rear of existing full interior remodel elec plumbing and mechanical ,6,-86.74314376,36.17775404,54,37206,-9656202.593,4325107.7
T2021050778,Building Use & Occupancy,"Accessory Structure, Pools - Residential",12/15/2021 6:00,180000,3429 B HAMPTON AVE,NASHVILLE,TN,S SIDE HAMPTON AVE W OF 23RD AVE SO,ABSOLUTE POOLS LLC,CAUO,CAA14U017,Absolute Pools will build and in-ground gunite swimming pool and spa.,24,-86.82097591,36.11654121,55,37215,-9664866.829,4316669.135
T2021054463,Building Commercial - Tenant Finish Out,Restaurant (Full Service),8/24/2021 5:00,0,1244 3RD AVE N,NASHVILLE,TN,RETAIL UNIT GERMANTOWN STORAGE CONDOMINIUM,MICHAEL STUART,CACT,CAF19A203,interior build out of shell space for GERMANTOWN RESTURANT POC MICHAEL STUART 615-604-5713.  SP ZONING.,19,-86.78616584,36.17773804,56,37208,-9660991.789,4325105.493
T2021054796,Building Residential - Addition,Single Family Residence,8/25/2021 5:00,276225,221 BROOK HOLLOW RD,NASHVILLE,TN,LOT 13 SEC 1 WEST MEADE FARMS,Frawood Custom Builders LLC,CARA,CAA01R301,Add four car garage with living space above as well as a pool bath house,23,-86.88486513,36.10226098,57,37205,-9671978.944,4314701.464
T2021054832,Building Sign Permit,Sign - Ground /  Wall Signs,8/25/2021 5:00,16000,2815 BRICK CHURCH PIKE,NASHVILLE,TN,LOT 1A BRICK CHURCH PARK RESUB LOTS 1 & 3,TRIPLICITY LLC DBA SIGNS FIRST,CASN,CAZ02A001,to erect 62Sf non illuminated wall sign and 24Sf non illuminated monument sign for Lipman.,2,-86.77684165,36.22085054,58,37207,-9659953.825,4331052.773
T2021054886,Building Residential - Addition,Single Family Residence,8/25/2021 5:00,156353,374 WALES DR,NASHVILLE,TN,LOT 15 SEC 1 BEVERLY HGTS,UNITED VETERANS CONSTRUCTION INC,CARA,CAA01R301,"Remains single family.  This application is for an owner financed addition that was started under permit #2017018239. It also includes a deck permit #2019017681. The owner now has sufficient funds to finish (verified 8/11/21) and so I need a new permit.     To construct a 38 ft x 31 ft (1178 sq ft)attached garage, a 38 ft x 31 ft (1178 sq ft) second floor addition and 522 sq ft of porches, to rear of existing single family house. Must has direct access from existing house into additional living area(s) via enclosed (walls and roof) structure per J.Hargis. Remains single family, no second kitchen or commercial use permitted...5 ft minimum side setbacks and 20 ft minimum rear setback...Maximum lot coverage not to exceed 40% total for all dwellings and structures...…Must conform to all easements ......Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.      POC: Randy Williams, United Veterans Construction, Inc 615-476-2940.",27,-86.71684056,36.07296105,59,37211,-9653274.534,4310665.35
T2021054905,Building Commercial - New,Temporary Festival,8/25/2021 5:00,1,3955 NOLENSVILLE PIKE,NASHVILLE,TN,LOT 5 ELYSIAN PLAZA SUB RESUB OF LOTS 4 & 5,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),CACN,CAL15A199,construct 20 x24 temp stage for PLAZA MARICHI STAGE to be removed after one day Sept 4th  POC SUZZANNA VASQUEZ 615-586-1968,26,-86.73026357,36.08468503,60,37211,-9654768.777,4312280.167
T2021054943,Building Residential - New,"Multifamily, Townhome",8/25/2021 5:00,0,215 CLEVELAND ST,NASHVILLE,TN,N E CORNER CLEVELAND ST & VAUGHN ST A C WEBB OF BENEDICT,"Gotham Contracting, LLC",CARN,CAA03R301,Just looking to get a master permit started for these.,5,-86.76922384,36.18720563,61,37207,-9659105.814,4326411.247
T2021055035,Building Use & Occupancy,"Retail, Department / Retail Stores",8/25/2021 5:00,1500,2515 EDGE O LAKE DR,NASHVILLE,TN,LOT 1 SHOPPES OF EDGE-O-LAKE FIRST REVISION,UNITED VETERANS CONSTRUCTION INC,CAUO,CAF20M001,I need to add a secure door to the storage room of the store as the employees from the adjacent space are stealing inventory.,29,-86.64370839,36.07961088,62,37217,-9645133.498,4311581.243
T2021055037,Building Use & Occupancy,Master Permit Application,8/25/2021 5:00,1200000,6018 MT VIEW RD,ANTIOCH,TN,S SIDE HAMILTON CHURCH RD E OF MURFREESBORO PK,UNITED VETERANS CONSTRUCTION INC,CAUO,CAZ03A001,"I need a master permit number so that the Engineer and the architect may begin submitting the plans for a 60 unit townhome project to be built at 6018 Mount View Rd, Nashville, TN 37013. Tax Map 164, Parcel 65.  SP ZONING.",8,-86.61120419,36.06086362,63,37013,-9641515.147,4308999.347
T2021055056,Building Residential - New,Single Family Residence,8/25/2021 5:00,0,1805 C ELECTRIC AVE,NASHVILLE,TN,COMMON AREA 1805 ELECTRIC AVENUE,Superior Capital llc,CARN,CAA01R301,"1805 electric  Ave  - 1 build project 4310 heated, 3 story  We are no longer doing two residents on this property.  ",6,-86.7388633,36.16718863,64,37206,-9655726.095,4323650.723
T2021055058,Building Use & Occupancy,"Accessory Structure, Pools - Residential",8/25/2021 5:00,159000,1077 LYNNWOOD BLVD,NASHVILLE,TN,LOT 27 SEC 1 CHICKERING HILLS,ABSOLUTE POOLS LLC,CAUO,CAA14U017,Absolute Pools will construct a swimming pool 15' x 30' Please note that pool alarms will be provided to comply with codes. This is noted in the  Materials  section of the attached contract.,34,-86.84992,36.07890729,65,37215,-9668088.87,4311484.333
T2021055191,Building Residential - New,Single Family Residence,8/26/2021 5:00,399058,2815 B VAULX LN,NASHVILLE,TN,UNIT B 2815 VAULX LN,PARAGON GROUP LLC,CARN,CAA01R301,"to construct 3063SF single family residence with 509SF garage and 129Sf porches. 5' min. side setback, 20' min. rear setback, rear unit of HPR. unit 1 of 2. lot coverage is 2028SF of max 4096SF lot coverage. not to be over any easements. Max height 3 stories or 33’9 .  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",17,-86.78048688,36.12193123,66,37204,-9660359.61,4317411.918
T2021055288,Building Residential - New,"Accessory Structure, Pools - Residential",8/26/2021 5:00,159774,4753 C POST RD,NASHVILLE,TN,PT LOT 4 CALDWELL ACRES & PT. CLOSED R.O.W.,"BODDEN, MICHAEL K",CARN,CAA14U017,"to construct 20x40 in ground pool to the rear of existing residence with required fencing.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",23,-86.85660918,36.12149788,67,37205,-9668833.506,4317352.197
T2021055534,Building Demolition Permit,Demolition Permit - Commercial,8/27/2021 5:00,41988,1607 B COUNTY HOSPITAL RD,NASHVILLE,TN,"W SIDE COUNTY HOSPITAL RD, S OF OLD HYDES FERRY ROAD",DEMO PLUS INC,CADM,CAZ01A002,"Demo adman building and building  B . Slabs and Footings to remain.  IWD ZONING.  NOT TO BE BURNED ON LOT.  FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.         ……………………………………………………………………………….    CODE STAMPED PLAN ATTACHED IN CITYWORKS",1,-86.83993729,36.18913022,68,37218,-9666977.6,4326676.702
T2021055708,Building Commercial New Storm Damage,"Accessory Structure, Shed / Storage Bldg",8/30/2021 5:00,0,813 A HALCYON AVE,NASHVILLE,TN,UNIT A HOMES AT 813 HALCYON,AAA Construction & Restoration,CACS,CAA14U011,We are building a covered area for a existing patio,17,-86.78325318,36.12200673,69,37204,-9660667.553,4317422.323
T2021055737,Building Commercial - Rehab,"Retail, Department / Retail Stores",8/30/2021 5:00,0,1006 FATHERLAND ST 207,NASHVILLE,TN,LOTS 1 THRU 5 HANNERS ADDN & CLOSED ALLEY #316,Ali Humbrecht 215-740-3416,CACR,CAF20M001,"Plans must be submitted electronically via ePlans system for Commercial and Fire Reviews.  Self Permitting.  Renovations to Suite 207 for use as GUERILLA BIZKITS retail and takeout business. No food served on site, retail sales of frozen pre-made items and non food items. Work completed includes adding a sink, refrigerator and freezer. No structural changes. 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor’s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit. 2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***  POC:Ali Humbrecht 215-740-3416",6,-86.750966,36.17390363,70,37206,-9657073.361,4324576.703
D2024066346,Building Residential - New,"Accessory Structure, Pools - Residential",7/23/2024 5:00,241590,2309 B2 HOBBS RD,NASHVILLE,TN,UNIT B RESIDENCES AT 2309 HOBBS ROAD,Allin Landscaping,CARN,CAA14U017,"Permit application D2024066346	not properly initiated, must contact permitissuance@nashville.gov to determine if can be corrected.    A Site Plan drawn to scale with pool dimensions and setback distances labeled is required for zoning review.    Proof of POOL ALARM PURCHASE is required for all residential pool permits.    Submit additional/requested documents as required for review to zoninghelpdesk@nashville.gov  for placement within the next available opening on my schedule. Make sure that you provide the permit number in the subject line. Once I have verified and reviewed the documents I will be able to resume my review.      To install [DIMENSIONS/SHAPE REQUIRED]  inground pool to rear of existing residence. Pool not to extend more than 12” above grade. If extending more than 12” above grade must comply with 5’ minimum side setback and 10’ minimum rear setback. Not to install over or obstruct any easements. As of January 1, 2011, The Tennessee General Assembly requires that all residential pools and hot tubs greater than 36” in depth shall install a pool alarm before using or making available for use. Must comply with applicable fencing codes or requirements.",34,-86.82592837,36.10162505,71,37215,-9665418.134,4314613.847
T2021055799,Building Residential - Addition,"Accessory Structure, Garage",8/30/2021 5:00,0,1003 NEELYS BEND RD,MADISON,TN,LOT 1 1003 NEELEYS BEND RD,Adrian Moore 423-244-4186,CARA,CAA14U009,"Rejected: Exceeds allowable 173 sq ft remaining for accessory structures (775 sq ft garage existing). Not DADU eligible. Does not meet 20 ft minimum rear setback. Need elevations.  Need Homeowner Affidavits to self permit.  Self permit, personal residence.  To construct a 18 ft x 32 ft (576 sq ft ) addition to existing detached garage. Exceeds allowable footprint. 10 ft minimum side and 20 ft minimum rear setbacks. Must conform with easements. Not to be used for living or commercial purposes. Restrictive covenant required prior to and trade authorizations.  1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor’s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit….  3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***  POC: Adrian Moore 423-244-4186",9,-86.68825015,36.25065892,72,37115,-9650091.865,4335166.693
