Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2021063691,Building Commercial - Rehab,Restaurant (Fast Food),10/4/2021 5:00,30000,2151 GALLATIN PIKE N,MADISON,TN,LOTS 2&2-A RIVERGATE MARKETPLACE REV LOT 2,HARRY HARRIS,CACR,CAF30A203,"No Use & Occupancy on this permit.  Comm PUD requires planning review/approval.  Add a drive-thru window for a possible future tenant in vacant 10,161 SF space which was formerly a Ryan's restaurant.    Only the drive-thru window work is under this permit. Any additional infromation shown on the architectural sheets are either existing conditions or will be submitted under a separate permit, as noted on the plans when a tenant has been selected.     The attached civil drawings are provided for information and reference only.  They received preliminary approval from Metro Planning (letter attached).  The final civil construction drawings will be complete  d and submitted when a tenant has been selected.  POC HARRY HARRIS",10,-86.68970108,36.3036458,241,37115,-9650253.381,4342483.407,Building Commercial Rehab
T2021063927,Building Commercial - Rehab,"General Office, Professional Services",10/5/2021 5:00,0,555 MARRIOTT DR 400,NASHVILLE,TN,LOT 2 HIGHLAND RIDGE SEC 2,DANIELLE WATKINS,CACR,CAD02B016,"This project is an interior finish-out, with minor construction, for CGM-CMA in an existing building (555  Marriott Drive, Nashville, TN) on the 4th Floor. Scope of work for the entire space is 5,426 sf. There is no  site plan available.  POC DANIELLE WATKINS, 615-726-1141.",15,-86.68934096,36.14822853,246,37214,-9650213.293,4321036.604,Building Commercial Rehab
T2021063962,Building Commercial - Rehab,"General Office, Professional Services",10/5/2021 5:00,0,555 MARRIOTT DR 800,NASHVILLE,TN,LOT 2 HIGHLAND RIDGE SEC 2,DANIELLE WATKINS,CACR,CAD02B016,"This project is an interior full floor renovation/finish-out, with minor construction, for CGM-CMA in an existing  building (555 Marriott Drive, Nashville, TN) on the 8th Floor. Scope of work for the entire space is 12,990  sf. There is no site plan available.  POC DANIELLE WATKINS",15,-86.68942007,36.14802836,247,37214,-9650222.099,4321009.009,Building Commercial Rehab
T2021064050,Building Commercial - New,Mobile Food Vendors,10/5/2021 5:00,0,3501 CHARLOTTE AVE,NASHVILLE,TN,"LOTS 1 2 PT LOT 3 BLOCK 2, CHARLOTTE PARK 2ND ADDN",ahmad kassem,CACN,CAZ04A001,to place 7x13 mobile food trailer on site for musicville lounge.,24,-86.82625518,36.15261846,248,37209,-9665454.514,4321641.809,Building Commercial New
T2021064565,Building Commercial - Rehab,"Warehouse, Storage S-1",10/7/2021 5:00,0,412 LEA AVE,NASHVILLE,TN,LOT 34 BARROW GROVE,NASHBAGS LLC,CACR,CAH10S001,"USE & OCCUPANCY ONLY... ...NO CONSTRUCTION PER APPLICANT... ...FOR NASHBAGS, LLC... ...WAREHOUSE WITH 1,000 SQFT RETAIL AREA. MUST COMPLY WITH DTC... ...    POC: KILEY SCOTT 202-494-6217",19,-86.77390336,36.15448648,261,37203,-9659626.736,4321899.348,Building Commercial Rehab
T2021064723,Building Commercial - Rehab,Restaurant (Full Service),10/8/2021 5:00,109000,318 HARDING PL,NASHVILLE,TN,LOT 2 RESUB LOT 2 TACO BELL SUB TWO,YARR HOSSEINI,CACR,CAF19A203,"WAFFLE HOUSE interior demo and rehab to make restrooms ADA compliant. Remove and replace low counters, dish table, cash stand. New seating shall be ADA compliant. Remove and replace booth table tops and high counter stools. remove and replace ceiling tiles,grid, lighting,speakers,HVAC registers in front, new ceiling and lights only in restrooms and restroom vestibule. remove and replace wall tile in dining area, vestibule,kitchen, restroom vestibule. remove existing flooring as required to install new silikal in front of restaurant and walk in cooler. remove and replace front awnging. swap out panel 15in storefront for tempered safety glass. paint exterior of building 'old redwood' color with gray accent stripes. repair existing roof and install new OSHA ladder. any other addtional necessary repairs required, discovered, or uncovered during scope of work demo and replacement with owner and local jurisdiction approval.  POC YARR HOSSEINI",28,-86.69342768,36.0873592,263,37211,-9650668.225,4312648.531,Building Commercial Rehab
T2021064800,Building Commercial - Addition,"Religious Institution, Worship Space",10/8/2021 5:00,0,5820 HILLSBORO PIKE,NASHVILLE,TN,E SIDE HILLSBORO PK S OF TYNE BLVD,KIM DERAGON,CACA,CAB10A305,"Addition and rehab. Addition approximately 19' x 12' covered entry to existing doorway. Tenant Renovation (no kitchen or cleanup area) – Sq Ft. 15,449. Scope – Renovation of an existing 1920’s non-sprinklered building for worship. Addition to covered entry, interior renovations and restrooms. New expansion of platform, new ceiling, lighting, floors, finishes throughout. Relocation of historic stained-glass panels. The worship space shall receive new sprinkler system. POC KIM DERAGON, 615-306-9122.",34,-86.83702577,36.07553417,266,37215,-9666653.491,4311019.741,Building Commercial Addition
T2021065003,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/11/2021 5:00,0,2130 ABBOTT MARTIN RD,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,andrew mattessich,CACR,CAF20M001,"This is a tenant fit out of a leased shop within Nordstrom. Scope includes new partitions, ceiling framing, millwork, wall and floor finishes.  MEP scope includes new sprinkler head layout, new ceiling and millwork lighting, and minor HVAC work involving new supply and return locations with new duct branches.  POC ANDREW MATTESSICH",25,-86.81650052,36.10641628,270,37215,-9664368.63,4315273.985,Building Commercial Rehab
T2021065115,Building Commercial - Rehab,Restaurant (Full Service),10/11/2021 5:00,0,112 19TH AVE S,NASHVILLE,TN,PT LOT 139 BOYD HOME TRACT,andrew hostetler,CACR,CAF19A203,early release package for demolition. All work  activities are intending for removal and proper disposal of existing elements only. New work to be  forthcoming in a final release package. Final Release package date is to be determined.  POC ANDREW HOSTELTER,19,-86.79660452,36.15147018,273,37203,-9662153.818,4321483.501,Building Commercial Rehab
T2021065148,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/11/2021 5:00,0,317 LUTIE ST,NASHVILLE,TN,LOTS 52 & 53 RE-SUB BLK 26 CUMBERLAND NURSERIES & PT CL AL.,davey anderson,CACR,CAF20M001,"The plan is to enclose a musical stage. There is currently a deck, back wall and roof. We will be  adding two side walls and windows and a door in the front. We will also be adding a minisplit  HVAC unit, lighting and electrical recepticales. There will be no plumbing involved.  The purpose of this project is to create auxiliary recreation area for personnel  POC DAVEY ANDERSON",16,-86.74731705,36.11752528,276,37210,-9656667.162,4316804.743,Building Commercial Rehab
T2021065153,Building Commercial - Addition,Restaurant (Take Out),10/11/2021 5:00,0,1213 6TH AVE N,NASHVILLE,TN,PT LOT 104 D T MCGAVOCK,Self Permit,CACA,CAF31A203,To replace / repair an 8 x 10' addition to the rear of the Cupcake Collection.  This addition replaces an area damaged by the tornado . Same location .Setbacks: Rear: 20' Sides 0'    Point of Contact -Mignon Francois 615-738-6565,19,-86.78962806,36.17503905,278,37208,-9661377.202,4324733.282,Building Commercial Addition
T2021065323,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/12/2021 5:00,0,4111 CHARLOTTE AVE,NASHVILLE,TN,S.E. CORNER CHARLOTTE AVE & 42ND AV N.& PT CL ALLEY,CENTRIC ARCHITECTURE,CACR,CAF20M001,"PROJECT SCOPE CONSISTS OF INTERIOR BUILD-OUT OF MERCANTILE SUITE G112 AT SYLVAN SUPPLY. THIS WORK  INCLUDES THE ADDITION OF A RESTROOM, STORAGE AREA AND OPEN RETAIL SPACE AS WELL AS A NEW  STOREFRONT ENTRY DOOR. NEW LIGHTING AND HVAC WILL BE INSTALLED TO SERVE THIS SPACE.  POC CENTRIC ARCHITECTURE",24,-86.83679801,36.15202974,279,37209,-9666628.137,4321560.645,Building Commercial Rehab
T2021065642,Building Commercial - New,Mobile Food Vendors,10/13/2021 5:00,1,4905 EDMONDSON PIKE,NASHVILLE,TN,P/O LOT 6 J. A. PATTERSON LANDS,TAQUERIA EL CALENTANO,CACN,CAZ04A001,TO LOCATE TRAILER ON SITE FOR MOBILE FOOD SALES… …TAQUERIA EL CALENTANO… ..TRAILER TO STAY ON SITE…NOT TO OBSTRUCT TRAFFIC… …    POC: TOMAS JIMENEZ 615-491-7540,26,-86.72637459,36.07709349,282,37211,-9654335.858,4311234.509,Building Commercial New
T2021065410,Building Commercial - New,"Recreation Center, Arenas",10/12/2021 5:00,0,8051 B RIVER ROAD PIKE,NASHVILLE,TN,N OF RIVER RD PIKE E OF CUBB CREEK RD,DENAE JAMES,CACN,CAL12A401,This project involves the construction of a new private equestrian arena  This facility shall not be available to the public for viewing of these horse related activities  POC DENAE JAMES,35,-86.94415464,36.19107336,285,37209,-9678579.022,4326944.723,Building Commercial New
T2021065717,Building Commercial - Rehab,"Multifamily, Apt / Twnhome > 5 Unit Bldg",10/13/2021 5:00,22000,2105 SUNSET PL,NASHVILLE,TN,PT LOTS 18 20 LINDEN PLACE,BLUEGRASS CONSTRUCTION LLC DBA BLUEGRASS CAPITAL BUILDERS,CACR,CAA03R399,"To conduct renovations for apartment 103, a total of 656 sf feet. N o changes to any interior structural components or exterior. Replacing appliances, cabinets, counters, HVAC and flooring.  No change to building footprint. for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",18,-86.80383621,36.12829125,288,37212,-9662958.846,4318288.439,Building Commercial Rehab
T2021065750,Building Commercial - New,Restaurant (Take Out),10/13/2021 5:00,2000,4647 A NOLENSVILLE PIKE,NASHVILLE,TN,LOT 1 NOLENSVILLE RD COMMERCIAL PARK SEC 2,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),CACN,CAF31A203,"Locate a 16' x 8' food truck. Minimum street setback 15'. Juan Gomez, 615-479-5024.",27,-86.72039239,36.06860953,291,37211,-9653669.922,4310066.049,Building Commercial New
T2021066129,Building Commercial - Rehab,Restaurant (Fast Food),10/15/2021 5:00,0,719 THOMPSON LN,NASHVILLE,TN,E. SIDE POWELL AVENUE S/S THOMPSON LANE,MIKE MARTIN 608-407-9090,CACR,CAF30A203,"Temp Store to be open during the construction of the renovated Panera Bread store located in  Vanderbilt University hospital. Temp store will be open for 120 days. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.  POC MIKE MARTIN 608-407-9090",26,-86.76516983,36.10866761,296,37204,-9658654.524,4315584.188,Building Commercial Rehab
T2021066134,Building Commercial - Rehab,Restaurant (Fast Food),10/15/2021 5:00,517000,719 THOMPSON LN 23400,NASHVILLE,TN,E. SIDE POWELL AVENUE S/S THOMPSON LANE,MIKE MARTIN,CACR,CAF30A203,"Interior Rehab of 2499 sq ft for Panera Bread restaurant. Formerly Au Bon Pain. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill.   POC MIKE MARTIN 608-407-9090",26,-86.76410292,36.10913085,297,37204,-9658535.756,4315648.017,Building Commercial Rehab
T2021066138,Building Commercial - Rehab,"General Office, Professional Services",10/15/2021 5:00,0,522 BELL RD,ANTIOCH,TN,E SIDE BELL RD S OF MURFREESBORO PIKE,ROBERT HOWARD,CACR,CAD02B016,nterior renovation of an existing B-Business occupancy.  POC ROBERT HOWARD,32,-86.63659047,36.07022903,298,37013,-9644341.135,4310289.086,Building Commercial Rehab
T2021066190,Building Commercial - Rehab,"General Office, Professional Services",10/15/2021 5:00,0,4733 ANDREW JACKSON PKWY,HERMITAGE,TN,PT LOT 1 RE-SUB LOT 2 JACKSON SQUARE SEC 4,Tony Baker 931-319-2675,CACR,CAD02B016,Need dimensioned plans with handrail specs for commercial/fire reviews.  need owner affidavit to self permit.    To renovate existing accessibility ramp and add 2nd ramp to front entrance of existing office building. Both ramps will be 27 ft x24 ft  and access from existing paved sidewalk if front of building.   POC: Tony Baker 931-319-2675  bakerfarms96@gmail.com,11,-86.59698327,36.2180434,299,37076,-9639932.082,4330665.434,Building Commercial Rehab
T2021066448,Building Commercial - Rehab,Restaurant (Take Out),10/18/2021 5:00,0,2292 MURFREESBORO PIKE,NASHVILLE,TN,PARCEL 249 NASHBORO VILLAGE RETAIL CENTER,VIVID1 BUILDERS LLC,CACR,CAF31A203,TO CONDUCT INTERIOR DEMOLITION AND RENOVATIONS FOR NEW TENANT… …EXTREME HOT WINGS… …RESTAURANT TAKE-OUT… …NO CHANGE TO EXTERIOR ROOF/BUILDING LINES OR FOOTPRINT… …MUST COMPLY WITH COMMERCIAL PUD OVERLAY.,29,-86.64710014,36.08805891,307,37217,-9645511.066,4312744.917,Building Commercial Rehab
T2021066487,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,120000,414 UNION ST 1000,NASHVILLE,TN,LOT E1 COMMERCE PLACE BLK E,Michelle Oakley,CACR,CAD02B016,Philips Plaza spec suite 1000.  POC MICHELLE OAKLEY,19,-86.78081871,36.16499241,308,37219,-9660396.549,4323347.887,Building Commercial Rehab
T2021066497,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,336000,414 UNION ST 1020,NASHVILLE,TN,LOT E1 COMMERCE PLACE BLK E,Michelle Oakley,CACR,CAD02B016,Philips Plaza spec suite 1020.  POC MICHELLE OAKLEY,19,-86.78113857,36.16507202,309,37219,-9660432.156,4323358.864,Building Commercial Rehab
T2021066597,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,0,1325 ELM HILL PIKE,NASHVILLE,TN,S SIDE ELM HILL PK E OF ARLINGTON AVE,JACK HAUSBACK,CACR,CAD02B016,reno for office and warehouse ICON   POC JACK HAUSBACK,15,-86.72801113,36.14350553,312,37210,-9654518.037,4320385.521,Building Commercial Rehab
T2021066950,Building Commercial - Rehab,"Kennel / Stable, Kennel / Pound",10/19/2021 5:00,0,100 BONNABROOK DR,HERMITAGE,TN,N. SIDE BONNABROOK DRIVE & W. OF LEBANON PK.,kathryn hurley,CACR,CAF28B002,"to use building for wags & walks adoption center.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",14,-86.62543446,36.19251081,318,37076,-9643099.254,4327142.997,Building Commercial Rehab
