Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date Issued,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
D2024075707,Building Residential - Rehab,Single Family Residence,11706009500,8/20/2024 5:00,,520487,2308 WOODMONT BLVD,NASHVILLE,TN,N SIDE WOODMONT BLVD W OF 23RD AVE SO,BORNTRAGER HOMES INC,CARR,CAA01R301,4570283,"Adding two small, shed roofs over existing dormers.  Remodeling interior of home.  Plans attached.  No change to the footprint of the house.  Rs40 Zoning.  remains single family residence.  no increase to building footprint.  no increase to overall height of residence this permit.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.81813525,36.11522908,51,37215,-9664550.608,4316488.321,Building Residential Rehab
D2024075809,Building Residential - Addition,"Accessory Structure, Decks",131120O01300CO,8/20/2024 5:00,,0,505 BATTERY DR,NASHVILLE,TN,LOT 13 BATTERY PARK,"WILLS CO, THE",CARA,CAA14U015,4570414,"Building a screen porch off the rear of the house.  SP Zoning.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",25,-86.79717414,36.08832388,52,37220,-9662217.228,4312781.417,Building Residential Addition
D2024077708,Building Residential - New,Single Family Residence,8307004900,8/26/2024 5:00,,1025823,808 POWERS AVE,NASHVILLE,TN,LOT 19 SUB R E POWERS LANDS,MIGHTY OAK BUILDERS LLC,CARN,CAA01R301,4573860,New construction project in Historic Overlay. Affordable Housing Priority Review letter attached.,6,-86.72963187,36.18553644,53,37206,-9654698.457,4326181.024,Building Residential New
D2024078196,Building Residential - Addition,Single Family Residence,8309038800,8/27/2024 5:00,,4200,1508 FOREST AVE,NASHVILLE,TN,LOT 30 LINDSLEY SUB 29 AC,HUFFINE FIRST SERVICE,CARA,CAA01R301,4574637,Remodel existing house and add new addition in rear of existing full interior remodel elec plumbing and mechanical ,6,-86.74314376,36.17775404,54,37206,-9656202.593,4325107.7,Building Residential Addition
T2021054796,Building Residential - Addition,Single Family Residence,12903001600,8/25/2021 5:00,,276225,221 BROOK HOLLOW RD,NASHVILLE,TN,LOT 13 SEC 1 WEST MEADE FARMS,Frawood Custom Builders LLC,CARA,CAA01R301,4031251,Add four car garage with living space above as well as a pool bath house,23,-86.88486513,36.10226098,57,37205,-9671978.944,4314701.464,Building Residential Addition
T2021054886,Building Residential - Addition,Single Family Residence,14708001500,8/25/2021 5:00,,156353,374 WALES DR,NASHVILLE,TN,LOT 15 SEC 1 BEVERLY HGTS,UNITED VETERANS CONSTRUCTION INC,CARA,CAA01R301,4031356,"Remains single family.  This application is for an owner financed addition that was started under permit #2017018239. It also includes a deck permit #2019017681. The owner now has sufficient funds to finish (verified 8/11/21) and so I need a new permit.     To construct a 38 ft x 31 ft (1178 sq ft)attached garage, a 38 ft x 31 ft (1178 sq ft) second floor addition and 522 sq ft of porches, to rear of existing single family house. Must has direct access from existing house into additional living area(s) via enclosed (walls and roof) structure per J.Hargis. Remains single family, no second kitchen or commercial use permitted...5 ft minimum side setbacks and 20 ft minimum rear setback...Maximum lot coverage not to exceed 40% total for all dwellings and structures...…Must conform to all easements ......Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.      POC: Randy Williams, United Veterans Construction, Inc 615-476-2940.",27,-86.71684056,36.07296105,59,37211,-9653274.534,4310665.35,Building Residential Addition
T2021054943,Building Residential - New,"Multifamily, Townhome",8203021600,8/25/2021 5:00,,0,215 CLEVELAND ST,NASHVILLE,TN,N E CORNER CLEVELAND ST & VAUGHN ST A C WEBB OF BENEDICT,"Gotham Contracting, LLC",CARN,CAA03R301,4031475,Just looking to get a master permit started for these.,5,-86.76922384,36.18720563,61,37207,-9659105.814,4326411.247,Building Residential New
T2021055056,Building Residential - New,Single Family Residence,094020H90000CO,8/25/2021 5:00,,0,1805 C ELECTRIC AVE,NASHVILLE,TN,COMMON AREA 1805 ELECTRIC AVENUE,Superior Capital llc,CARN,CAA01R301,4031700,"1805 electric  Ave  - 1 build project 4310 heated, 3 story  We are no longer doing two residents on this property.  ",6,-86.7388633,36.16718863,64,37206,-9655726.095,4323650.723,Building Residential New
T2021055191,Building Residential - New,Single Family Residence,118023Y00200CO,8/26/2021 5:00,,399058,2815 B VAULX LN,NASHVILLE,TN,UNIT B 2815 VAULX LN,PARAGON GROUP LLC,CARN,CAA01R301,4031914,"to construct 3063SF single family residence with 509SF garage and 129Sf porches. 5' min. side setback, 20' min. rear setback, rear unit of HPR. unit 1 of 2. lot coverage is 2028SF of max 4096SF lot coverage. not to be over any easements. Max height 3 stories or 33’9 .  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",17,-86.78048688,36.12193123,66,37204,-9660359.61,4317411.918,Building Residential New
T2021055288,Building Residential - New,"Accessory Structure, Pools - Residential",11602001400,8/26/2021 5:00,,159774,4753 C POST RD,NASHVILLE,TN,PT LOT 4 CALDWELL ACRES & PT. CLOSED R.O.W.,"BODDEN, MICHAEL K",CARN,CAA14U017,4032087,"to construct 20x40 in ground pool to the rear of existing residence with required fencing.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",23,-86.85660918,36.12149788,67,37205,-9668833.506,4317352.197,Building Residential New
D2024066346,Building Residential - New,"Accessory Structure, Pools - Residential",131012C00200CO,7/23/2024 5:00,,241590,2309 B2 HOBBS RD,NASHVILLE,TN,UNIT B RESIDENCES AT 2309 HOBBS ROAD,Allin Landscaping,CARN,CAA14U017,4554643,"Permit application D2024066346	not properly initiated, must contact permitissuance@nashville.gov to determine if can be corrected.    A Site Plan drawn to scale with pool dimensions and setback distances labeled is required for zoning review.    Proof of POOL ALARM PURCHASE is required for all residential pool permits.    Submit additional/requested documents as required for review to zoninghelpdesk@nashville.gov  for placement within the next available opening on my schedule. Make sure that you provide the permit number in the subject line. Once I have verified and reviewed the documents I will be able to resume my review.      To install [DIMENSIONS/SHAPE REQUIRED]  inground pool to rear of existing residence. Pool not to extend more than 12” above grade. If extending more than 12” above grade must comply with 5’ minimum side setback and 10’ minimum rear setback. Not to install over or obstruct any easements. As of January 1, 2011, The Tennessee General Assembly requires that all residential pools and hot tubs greater than 36” in depth shall install a pool alarm before using or making available for use. Must comply with applicable fencing codes or requirements.",34,-86.82592837,36.10162505,71,37215,-9665418.134,4314613.847,Building Residential New
T2021055799,Building Residential - Addition,"Accessory Structure, Garage",5207003200,8/30/2021 5:00,,0,1003 NEELYS BEND RD,MADISON,TN,LOT 1 1003 NEELEYS BEND RD,Adrian Moore 423-244-4186,CARA,CAA14U009,4033027,"Rejected: Exceeds allowable 173 sq ft remaining for accessory structures (775 sq ft garage existing). Not DADU eligible. Does not meet 20 ft minimum rear setback. Need elevations.  Need Homeowner Affidavits to self permit.  Self permit, personal residence.  To construct a 18 ft x 32 ft (576 sq ft ) addition to existing detached garage. Exceeds allowable footprint. 10 ft minimum side and 20 ft minimum rear setbacks. Must conform with easements. Not to be used for living or commercial purposes. Restrictive covenant required prior to and trade authorizations.  1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor’s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit….  3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***  POC: Adrian Moore 423-244-4186",9,-86.68825015,36.25065892,72,37115,-9650091.865,4335166.693,Building Residential Addition
T2021055938,Building Residential - Addition,Single Family Residence,053060B07300CO,8/30/2021 5:00,,15000,2332 RIVERWAY DR,OLD HICKORY,TN,LOT 50 WATERFORD PHASE 5-B,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA01R301,4033227,"ADDITION AND REHAB. Addition includes removing existing rear deck and replacing it with a 12' x 20', 240 SF deck. Rehab includes converting existing garage into living space for office. Interior ingress/egress to primary area of the structure to be maintained. Not an accessory apartment. New exterior pedestrian door to be added. No change to building footprint. POC: Robin Brown, 615-473-7869. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",11,-86.65630583,36.24447847,75,37138,-9646535.839,4334313.587,Building Residential Addition
T2021055975,Building Residential - Addition,Single Family Residence,8307011300,8/30/2021 5:00,,40000,703 POWERS AVE,NASHVILLE,TN,PT LOT 12 BLK A TILLMAN,"JOHNSTON PROPERTY SERVICES, INC.",CARA,CAA01R301,4033267,Frame a new gable on the front of the home. New gable will be replacing and existing gable but will be wider than the original. The new gable will not extend farther than the existing gable original foot print. We will be framing a walk way that leads from the front porch to the side porch which will be 5' wide by approximately 15' feet long. The walk way we will also be adding a flat cover roof over. The new gable area and walk way will be screened in.,6,-86.73076245,36.18262444,76,37206,-9654824.312,4325779.398,Building Residential Addition
T2021055984,Building Residential - Rehab,Duplex,7103011500,8/30/2021 5:00,,442628,135 KINGSTON ST,NASHVILLE,TN,LOT 168 J B HAYNIES ORIENTAL PLAN,MAC & BROTHERS CONSTRUCTION,CARR,CAA02R302,4033275,"Completely remodeling units with new framing, drywall, roof, flooring, etc.  SEE COMMENTS SCREEN WITH NOTES BY ZONING EXAMINER DDB ON 8/25/2021 FOR LEGALLY NON-CONFORMING DUPLEX.  FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.",5,-86.76316239,36.20923876,77,37207,-9658431.057,4329450.63,Building Residential Rehab
T2021056001,Building Residential - New,Single Family Residence,10309001700,8/30/2021 5:00,,3375,5735 STONEWAY TRL,NASHVILLE,TN,LOT 38 HILLWOOD PARK,"Belle Haven Builders, LLC",CARN,CAA01R301,4033296,Build a new home,20,-86.87105928,36.13559377,78,37209,-9670442.084,4319294.941,Building Residential New
T2021056031,Building Residential - Rehab,Single Family Residence,11702009500,8/31/2021 5:00,,0,2408 STERLING RD,NASHVILLE,TN,LOT 4 STOKES TRACT BLK 7,"Lankford Decorating & Construction, inc.",CARR,CAA01R301,4033351,"to rehab existing residence due to fire damage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.82012664,36.1202582,79,37215,-9664772.288,4317181.357,Building Residential Rehab
T2021056085,Building Residential - New,Single Family Residence,11300003700,8/31/2021 5:00,,40004,8138 DUFFIELD RD,PEGRAM,TN,S OF OLD CHARLOTTE PIKE AND W OF BUFFALO ROAD,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA01R301,4033429,"To construct a new single family residence with 320 SF of living space and 50 SF of porches and/or decks. Minimum: 20’ street/front setback; 20’ side setback(s); and, 20’ rear setback. Must conform to all easements on property. Shall not exceed three stories. Sidewalks are not required. POC: Said El Said, 615-424-3205. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",35,-86.98516755,36.11894878,80,37143,-9683144.558,4317000.909,Building Residential New
T2021056153,Building Residential - Roofing / Siding,"Multifamily, Townhome",8307036800,8/31/2021 5:00,,0,821 PORTER RD,NASHVILLE,TN,LOT 1 PORTER ROAD,SQUARE 1 CONSTRUCTION,CARK,CAA03R301,4033507,Replacing the hail damaged roof. ,6,-86.73110703,36.1851918,81,37206,-9654862.671,4326133.49,Building Residential Roofing/Siding
